TourAttraction,Big_col,Samll_col,Address,Local,Alien,Foreign,Total,Latitude,Longitude,category
고려동유적지,역사관광지,유적지/사적지,경상남도 > 함안군,"5,509","2,951",0,"2,951",35.2766486,128.4601148,인문
청룡사(상주),역사관광지,사찰,경상북도 > 상주시,"3,357","2,919",24,"2,943",36.4056692,128.1569441,인문
쌍봉사(화순),역사관광지,사찰,전라남도 > 화순군,756,"2,930",2,"2,932",34.887458,127.0604844,인문
제천 자양영당,역사관광지,유적지/사적지,충청북도 > 제천시,"3,227","2,916",8,"2,924",37.0991953,128.086181,인문
고포마을,자연관광지,어촌,강원도 > 삼척시,539,"2,853",68,"2,920",37.1426033,129.3600576,자연
노음산,자연관광지,산,경상북도 > 상주시,"4,435","2,835",81,"2,916",36.4388889,128.0966667,자연
소충사,역사관광지,유적지/사적지,전라북도 > 임실군,"1,761","2,846",70,"2,916",35.6218043,127.3469868,인문
신흥사(삼척),역사관광지,사찰,강원도 > 삼척시,"3,983","2,800",113,"2,913",37.3236428,129.2050533,인문
원주 조엄묘역,역사관광지,유적지/사적지,강원도 > 원주시,"2,975","2,863",37,"2,900",37.3422186,127.9201621,인문
넥슨컴퓨터박물관,문화시설,박물관,제주특별자치도 > 제주시,"12,548","2,863",35,"2,898",33.4718397,126.4849459,인문
국립 용화산자연휴양림,자연관광지,자연휴양림,강원도 > 춘천시,"3,693","2,898",0,"2,898",38.0113477,127.7603378,자연
남원 흥부마을,역사관광지,민속마을,전라북도 > 남원시,"5,450","2,891",0,"2,891",35.5195428,127.583967,인문
천아오름,자연관광지,산,제주특별자치도 > 제주시,"10,056","2,800",90,"2,890",33.4074119,126.442431,자연
서귀포천문과학문화관,문화시설,전시관,제주특별자치도 > 서귀포시,"1,145","2,881",9,"2,890",33.2888115,126.4603899,인문
불영사(청도),역사관광지,사찰,경상북도 > 청도군,"2,401","2,842",44,"2,886",35.661025,128.826623,인문
국립 낙안민속자연휴양림,자연관광지,자연휴양림,전라남도 > 순천시,459,"2,881",0,"2,881",34.9133407,127.3534562,자연
"버섯바위 (울릉도, 독도 국가지질공원)",자연관광지,자연생태관광지,경상북도 > 울릉군,"4,708","2,860",2,"2,862",37.5063677,130.8571536,자연
홍천 살둔마을,체험관광지,농.산.어촌 체험,강원도 > 홍천군,504,"2,860",2,"2,862",37.8333892,128.3764367,인문
‘서편제’ 촬영지,체험관광지,이색체험,전라남도 > 완도군,"1,005","2,849",12,"2,861",34.171729,126.8622959,인문
일출선원(포항),역사관광지,사찰,경상북도 > 포항시 남구,"4,645","2,818",41,"2,859",35.9697442,129.4995674,인문
원평해변(원평해수욕장),자연관광지,해수욕장,강원도 > 삼척시,"3,588","2,856",1,"2,857",37.3199135,129.2722272,자연
의성 월소리 소나무,관광자원,희귀동.식물,경상북도 > 의성군,"1,964","2,849",6,"2,855",36.4940246,128.4237772,자연
용추자연휴양림,자연관광지,자연휴양림,경상남도 > 함양군,760,"2,846",0,"2,846",35.6961021,127.75786,자연
대둔사(칠곡),역사관광지,사찰,경상북도 > 칠곡군,774,"2,832",8,"2,840",36.058629,128.57914,인문
남원몽심재,역사관광지,고택,전라북도 > 남원시,"8,173","2,835",3,"2,838",35.3379549,127.3747209,인문
금풀애마을,체험관광지,전통체험,강원도 > 양양군,"4,004","2,835",1,"2,836",0,0,인문
순천시청소년수련원,역사관광지,민속마을,전라남도 > 순천시,"2,664","2,835",0,"2,835",35.0459095,127.4729636,인문
순천자연휴양림,자연관광지,자연휴양림,전라남도 > 순천시,"2,664","2,835",0,"2,835",35.0462597,127.4772736,자연
석장리미술관,문화시설,미술관/화랑,경기도 > 연천군,"3,066","2,814",12,"2,826",36.4475731,127.1896542,인문
나곡해수욕장,자연관광지,해수욕장,경상북도 > 울진군,"4,214","2,821",5,"2,826",37.1262444,129.3716403,자연
황토와 들꽃세상,체험관광지,농.산.어촌 체험,전라남도 > 함평군,"1,603","2,825",0,"2,825",35.1631232,126.5452968,인문
오산어촌체험마을,체험관광지,농.산.어촌 체험,전라남도 > 해남군,"5,012","2,814",9,"2,823",37.1498096,127.0772212,인문
단재 신채호선생생가지,역사관광지,생가,대전광역시 > 중구,"2,503","2,821",0,"2,821",36.2326488,127.4110479,인문
보안사(괴산),역사관광지,사찰,충청북도 > 괴산군,"2,212","2,821",0,"2,821",36.7572843,127.6552878,인문
원동자연휴양림,자연관광지,자연휴양림,경상남도 > 양산시,"2,065","2,818",0,"2,818",35.3987994,128.9347584,자연
두산봉(말미오름),자연관광지,산,제주특별자치도 > 서귀포시,"3,280","2,772",41,"2,813",33.4803827,126.8858326,자연
부남해변,자연관광지,해수욕장,강원도 > 삼척시,"5,761","2,811",0,"2,811",37.3618247,129.2512835,자연
미숭산 자연휴양림,자연관광지,자연휴양림,경상북도 > 고령군,"1,712","2,811",0,"2,811",35.7493777,128.2002383,자연
원주 삼태미마을 [산촌생태마을],체험관광지,농.산.어촌 체험,강원도 > 원주시,"4,879","2,804",3,"2,807",37.3422186,127.9201621,인문
한산도,자연관광지,섬,경상남도 > 통영시,"2,944","2,800",3,"2,803",34.7815629,128.4842352,자연
기백산,자연관광지,산,경상남도 > 함양군,"1,110","2,800",0,"2,800",35.7097181,127.7850818,자연
원당계곡,자연관광지,계곡,강원도 > 평창군,"2,335","2,797",0,"2,797",37.4019409,128.3302042,자연
서귀포잠수함,휴양관광지,유람선/잠수함관광,제주특별자치도 > 서귀포시,"1,463","2,751",45,"2,796",33.2392231,126.5586562,인문
부여 능안골 고분군,역사관광지,유적지/사적지,충청남도 > 부여군,"7,602","2,790",0,"2,790",36.2727473,126.9678948,인문
옥계천,자연관광지,계곡,전라북도 > 완주군,662,"2,786",0,"2,786",0,0,자연
진안 능길마을,체험관광지,농.산.어촌 체험,전라북도 > 진안군,"2,450","2,786",0,"2,786",35.8603633,127.5910407,인문
사명산,자연관광지,산,강원도 > 양구군,"3,854","2,776",0,"2,776",38.0772949,127.9064195,자연
도장사(해남),역사관광지,사찰,전라남도 > 해남군,"4,466","2,692",70,"2,762",34.6097696,126.3834366,인문
남면관광농원,육상 레포츠,육상 레포츠,충청남도 > 부여군,"6,923","2,758",0,"2,758",36.1940508,126.7703179,레포츠
죽림정사(백용성 조사 탄생성지),역사관광지,생가,전라북도 > 장수군,"2,867","2,755",1,"2,756",35.5395119,127.5415816,인문
용추폭포계곡,자연관광지,계곡,전라남도 > 보성군,"3,640","2,755",0,"2,755",36.3997094,129.1643752,자연
제주국제평화센터,문화시설,전시관,제주특별자치도 > 서귀포시,238,"2,723",29,"2,752",33.2452342,126.4213811,인문
득량도,자연관광지,섬,전라남도 > 고흥군,434,"2,734",18,"2,752",34.599646,127.1016815,자연
제주 아홉굿 의자마을,체험관광지,농.산.어촌 체험,제주특별자치도 > 제주시,"3,682","2,699",51,"2,750",33.3271486,126.2267016,인문
옥산사(안동),역사관광지,사찰,경상북도 > 안동시,"7,403","2,741",4,"2,745",36.6673727,128.705672,인문
국립 백운산자연휴양림(원주),자연관광지,자연휴양림,강원도 > 원주시,"4,634","2,737",3,"2,740",37.2696165,127.9493004,자연
광주동솔밭,자연관광지,강,강원도 > 인제군,"2,947","2,709",24,"2,733",35.1595454,126.8526012,자연
신도해변,자연관광지,해수욕장,전라남도 > 신안군,"1,855","2,702",24,"2,726",0,0,자연
"지장사(구, 대각사)",역사관광지,사찰,충청북도 > 영동군,"4,127","2,688",36,"2,724",36.2498885,127.9203655,인문
홍의장군 곽망우당 묘소,역사관광지,유적지/사적지,대구광역시 > 달성군,"4,389","2,720",3,"2,723",35.8768103,128.6574388,인문
신대계곡,자연관광지,계곡,강원도 > 횡성군,"1,568","2,706",5,"2,710",37.5914713,128.2193204,자연
청계사(상주),역사관광지,사찰,경상북도 > 상주시,"3,591","2,664",45,"2,709",36.4897944,127.9589328,인문
대굴령마을,체험관광지,농.산.어촌 체험,강원도 > 강릉시,"5,971","2,702",5,"2,707",37.722696,128.8152283,인문
호가정,역사관광지,유적지/사적지,광주광역시 > 광산구,"2,419","2,678",14,"2,692",35.0823841,126.7871758,인문
오라메밀꽃밭,체험관광지,관광농원,제주특별자치도 > 제주시,"2,272","2,667",16,"2,683",33.426864,126.5057777,인문
천안 두아람마을 [농촌전통테마],체험관광지,농.산.어촌 체험,충청남도 > 천안시 동남구,"3,644","2,681",0,"2,681",36.815129,127.1138939,인문
모후산,자연관광지,산,전라남도 > 화순군,"1,012","2,681",0,"2,681",35.0335382,127.1838229,자연
백골산성,자연관광지,산,대전광역시 > 동구,"1,911","2,674",2,"2,676",0,0,자연
백덕산(평창),자연관광지,산,강원도 > 평창군,"2,597","2,632",42,"2,674",37.396552,128.2934023,자연
고석사(포항),역사관광지,사찰,경상북도 > 포항시 남구,"3,843","2,674",0,"2,674",35.9154469,129.4635844,인문
포충사,역사관광지,유적지/사적지,경상남도 > 거창군,"7,777","2,667",4,"2,671",35.0905535,126.8473533,인문
거창 둔마리 벽화 고분,역사관광지,유적지/사적지,경상남도 > 거창군,"6,766","2,636",24,"2,660",35.7222477,127.9669809,인문
남해 금산 봉수대,역사관광지,유적지/사적지,경상남도 > 남해군,"1,414","2,604",49,"2,653",34.8587672,127.9856409,인문
백아산자연휴양림,자연관광지,자연휴양림,전라남도 > 화순군,795,"2,653",0,"2,653",35.1521797,127.1681978,자연
명파해변,자연관광지,해수욕장,강원도 > 고성군,"2,513","2,632",20,"2,652",38.5438027,128.4057174,자연
태영민속박물관,문화시설,박물관,충청남도 > 금산군,"4,799","2,643",0,"2,643",36.0516988,127.4366614,인문
포암산(충주),자연관광지,산,충청북도 > 충주시,963,"2,643",0,"2,643",36.821262,128.118409,자연
봉황사(안동),역사관광지,사찰,경상북도 > 안동시,"3,220","2,639",1,"2,640",36.5467501,128.9325884,인문
국립 운장산자연휴양림,자연관광지,자연휴양림,전라북도 > 진안군,"1,544","2,629",0,"2,629",35.8935232,127.4280275,자연
곤충마을박물관,문화시설,박물관,강원도 > 원주시,"3,490","2,625",3,"2,628",37.5687866,126.968511,인문
산모랭이풀내음,체험관광지,관광농원,충청북도 > 보은군,"1,015","2,625",0,"2,625",36.5108309,127.6378417,인문
영산도,자연관광지,섬,전라남도 > 신안군,287,"2,580",45,"2,624",34.6529355,125.4681318,자연
세계자동차 제주박물관,문화시설,박물관,제주특별자치도 > 서귀포시,"1,278","2,359",261,"2,620",33.2831948,126.3497721,인문
피규어뮤지엄 제주,문화시설,박물관,제주특별자치도 > 서귀포시,"1,278","2,359",261,"2,620",33.2818685,126.3552384,인문
죽사(서산),역사관광지,사찰,충청남도 > 서산시,"12,635","2,597",21,"2,618",36.7970631,126.4126289,인문
산청·함양사건 추모공원,역사관광지,유적지/사적지,경상남도 > 산청군,"1,404","2,583",14,"2,597",35.4270017,127.7797287,인문
사물놀이한울림교육원,문화시설,문화전수시설,충청남도 > 부여군,"4,004","2,552",42,"2,594",36.2056956,126.7222535,인문
백운암(충주),역사관광지,사찰,충청북도 > 충주시,"5,152","2,583",6,"2,589",37.1147737,127.9210576,인문
공작산,자연관광지,산,강원도 > 홍천군,"1,806","2,580",8,"2,588",37.7155633,128.0100592,자연
유금사(영덕),역사관광지,사찰,경상북도 > 영덕군,"1,435","2,580",5,"2,585",36.6461226,129.3659756,인문
대곡사(의성),역사관광지,사찰,경상북도 > 의성군,"2,888","2,566",13,"2,579",36.4901354,128.3771429,인문
구송정 유원지,휴양관광지,유원지,전라북도 > 순창군,"2,783","2,576",0,"2,576",35.431242,127.237836,인문
칠봉유원지,휴양관광지,유원지,강원도 > 원주시,"4,921","2,569",6,"2,575",37.44065,127.886163,인문
순천컨트리클럽,육상 레포츠,육상 레포츠,전라남도 > 순천시,"2,398","2,569",0,"2,569",34.8670617,127.4056395,레포츠
제주난타전용관,문화시설,공연장,제주특별자치도 > 제주시,"8,085","2,538",25,"2,563",33.4455968,126.5475578,인문
한라산CC,육상 레포츠,육상 레포츠,제주특별자치도 > 제주시,"8,085","2,538",25,"2,563",33.4390195,126.5472495,레포츠
춘천호,자연관광지,호수,강원도 > 춘천시,"4,193","2,541",12,"2,553",37.98,127.6713889,자연
포레스트 사파리,휴양관광지,테마공원,제주특별자치도 > 제주시,"3,525","2,531",22,"2,552",33.4628154,126.7088403,인문
강원도 탄광문화촌,체험관광지,이색체험,강원도 > 영월군,"1,299","2,545",3,"2,547",37.261914,128.466887,인문
태도,자연관광지,섬,전라남도 > 신안군,392,"2,492",37,"2,529",37.6827094,-97.3231022,자연
백제원,문화시설,박물관,충청남도 > 부여군,"3,353","2,520",5,"2,525",37.5096505,126.7752663,인문
청일사,역사관광지,유적지/사적지,충청남도 > 부여군,"5,180","2,520",5,"2,525",0,0,인문
수인산과 수인산성,자연관광지,산,전라남도 > 강진군,"5,072","2,524",0,"2,524",34.7185978,126.8538341,자연
향암미술관,문화시설,미술관/화랑,경상북도 > 울진군,"4,221","2,517",4,"2,520",36.7181543,129.354571,인문
주월사(의성),역사관광지,사찰,경상북도 > 의성군,"3,318","2,517",0,"2,517",36.3124146,128.8018854,인문
석문공원,휴양관광지,공원,전라남도 > 강진군,543,"2,513",0,"2,513",34.5625141,126.7219862,인문
생초면 대포마을,체험관광지,농.산.어촌 체험,경상남도 > 산청군,"2,706","2,513",0,"2,513",35.4621493,127.8555827,인문
조동산촌마을,휴양관광지,유원지,충청북도 > 영동군,"2,359","2,510",2,"2,512",0,0,인문
용담호,자연관광지,호수,전라북도 > 진안군,812,"2,510",0,"2,510",35.8784981,127.4801341,자연
단경골 휴양지,휴양관광지,유원지,강원도 > 강릉시,"2,415","2,499",0,"2,499",37.6402778,128.9122222,인문
서귀포치유의숲,자연관광지,자연휴양림,제주특별자치도 > 서귀포시,"1,386","2,468",23,"2,490",33.2919985,126.5294125,자연
동강전망자연휴양림,자연관광지,자연휴양림,강원도 > 정선군,"1,302","2,478",7,"2,485",37.2607959,128.6079187,자연
등명락가사(강릉),역사관광지,사찰,강원도 > 강릉시,"1,040","2,475",8,"2,482",37.6867813,129.03785,인문
진주 대암초록마을,체험관광지,농.산.어촌 체험,경상남도 > 진주시,"3,864","2,478",0,"2,478",35.2662762,128.0792881,인문
하늬라벤더팜,자연관광지,수목원,강원도 > 고성군,"3,756","2,475",1,"2,476",38.3486203,128.4149391,자연
장육사,역사관광지,사찰,경상북도 > 영덕군,"4,806","2,471",5,"2,476",36.5985843,129.301163,인문
영천 별빛마을,체험관광지,농.산.어촌 체험,경상북도 > 영천시,"1,505","2,471",0,"2,471",36.1497711,128.9950385,인문
만석보혁파비,역사관광지,유적지/사적지,전라북도 > 정읍시,"7,655","2,464",0,"2,464",0,0,인문
심청한옥마을,역사관광지,민속마을,전라남도 > 곡성군,"2,496","2,461",0,"2,461",35.2310264,127.3577231,인문
운흥사(경남),역사관광지,사찰,경상남도 > 고성군,"1,054","2,450",1,"2,451",34.9586227,128.153517,인문
그린필드CC,육상 레포츠,육상 레포츠,제주특별자치도 > 제주시,"7,977","2,443",4,"2,447",42.5997112,-72.6309746,레포츠
지도,자연관광지,섬,전라남도 > 신안군,"2,849","2,447",0,"2,447",0,0,자연
신풍 신천 바다목장,자연관광지,해안절경,제주특별자치도 > 서귀포시,"1,250","2,356",90,"2,445",33.3567015,126.8682182,자연
무주채폭포,자연관광지,폭포,경기도 > 가평군,550,"2,436",6,"2,442",37.98888,127.41522,자연
용소폭포,자연관광지,폭포,경기도 > 가평군,550,"2,436",6,"2,442",37.9876206,127.4544721,자연
높은오름,자연관광지,산,제주특별자치도 > 제주시,"3,948","2,412",30,"2,442",33.4573284,126.7926474,자연
지적박물관,문화시설,박물관,충청북도 > 제천시,"4,263","2,401",39,"2,440",40.7794366,-73.963244,인문
고흥 남성어촌체험마을,체험관광지,농.산.어촌 체험,전라남도 > 고흥군,"4,463","2,426",7,"2,432",34.6624163,127.2292446,인문
양양 탁장사마을,체험관광지,농.산.어촌 체험,강원도 > 양양군,"2,030","2,426",2,"2,428",37.9398263,128.6667664,인문
강천사(제천),역사관광지,사찰,충청북도 > 제천시,"2,664","2,426",0,"2,426",37.1971635,128.2657204,인문
오분해수욕장,자연관광지,해수욕장,강원도 > 삼척시,"1,467","2,419",6,"2,425",0,0,자연
핀크스CC,육상 레포츠,육상 레포츠,제주특별자치도 > 서귀포시,287,"2,401",17,"2,418",33.315338,126.388688,레포츠
장안산군립공원,자연관광지,군립공원,전라북도 > 장수군,"1,236","2,356",57,"2,413",35.6299465,127.5959075,자연
진안 감동마을,체험관광지,농.산.어촌 체험,전라북도 > 진안군,"1,848","2,412",0,"2,412",35.9658494,127.5192114,인문
성불사(광양),역사관광지,사찰,전라남도 > 광양시,"2,146","2,405",0,"2,405",35.0930556,127.5716667,인문
상연대(함양),역사관광지,사찰,경상남도 > 함양군,"1,908","2,401",1,"2,402",35.6075605,127.6405939,인문
한천자연휴양림,자연관광지,자연휴양림,전라남도 > 화순군,"1,068","2,398",0,"2,398",34.9863747,127.0393655,자연
옥련사(의성),역사관광지,사찰,경상북도 > 의성군,"2,436","2,394",0,"2,394",36.4188972,128.5509062,인문
웰컴투동막골촬영지,체험관광지,이색거리,강원도 > 평창군,"1,533","2,387",3,"2,390",0,0,인문
원불교영산성지,역사관광지,종교성지,전라남도 > 영광군,"2,611","2,380",0,"2,380",35.32563,126.441108,인문
무안 도요지,역사관광지,민속마을,전라남도 > 무안군,"1,526","2,373",0,"2,373",34.9904542,126.4816856,인문
삼척 덕풍계곡마을,체험관광지,농.산.어촌 체험,강원도 > 삼척시,"1,183","2,363",8,"2,371",37.1250181,129.1559665,인문
단석산,자연관광지,산,경상북도 > 경주시,"3,171","2,363",4,"2,367",35.7936209,129.0913451,자연
임진성,역사관광지,성,경상남도 > 남해군,"5,089","2,363",2,"2,364",34.7796911,127.8664041,인문
광제정,역사관광지,유적지/사적지,전라북도 > 임실군,"2,219","2,363",0,"2,363",35.4934845,127.2445555,인문
칠성산,자연관광지,산,강원도 > 강릉시,"1,649","2,356",2,"2,358",37.6697799,128.8754212,자연
삼척 너와마을,체험관광지,농.산.어촌 체험,강원도 > 삼척시,"1,523","2,345",11,"2,356",37.1839827,129.1297173,인문
가오실공원,휴양관광지,공원,경상북도 > 예천군,"4,347","2,352",2,"2,354",0,0,인문
박달산(괴산),자연관광지,산,충청북도 > 괴산군,"1,645","2,352",0,"2,352",36.8366407,127.923232,자연
세심자연휴양림,자연관광지,자연휴양림,전라북도 > 임실군,935,"2,342",0,"2,342",35.5141541,127.2401519,자연
토함산자연휴양림,자연관광지,자연휴양림,경상북도 > 경주시,"1,096","2,338",2,"2,340",35.755829,129.3650499,자연
보광사(함평),역사관광지,사찰,전라남도 > 함평군,"5,940","2,338",0,"2,338",35.065162,126.5081916,인문
백석탄 포트홀 (청송 국가지질공원),자연관광지,계곡,경상북도 > 청송군,"1,092","2,324",8,"2,332",36.3569404,128.976562,자연
장사도,자연관광지,섬,경상남도 > 통영시,"1,488","2,328",3,"2,331",34.7126835,128.5596744,자연
백두대간 생태수목원,자연관광지,수목원,강원도 > 정선군,"1,446","2,324",3,"2,327",37.5508502,128.8859517,자연
경상북도 산림과학박물관,문화시설,박물관,경상북도 > 안동시,"3,087","2,296",29,"2,325",36.7139502,128.8247049,인문
청주 신채호사당 및 묘소,역사관광지,유적지/사적지,충청북도 > 청주시 상당구,"1,677","2,321",3,"2,324",36.6362428,127.6200168,인문
자명사(익산),역사관광지,사찰,전라북도 > 익산시,"4,043","2,310",14,"2,324",36.1300698,126.954011,인문
영광 용암마을,체험관광지,농.산.어촌 체험,전라남도 > 영광군,"2,629","2,321",0,"2,321",35.1965062,126.4344176,인문
금산 바리실마을,체험관광지,농.산.어촌 체험,충청남도 > 금산군,"5,026","2,321",0,"2,321",36.1306633,127.5387051,인문
내원사(대전),역사관광지,사찰,대전광역시 > 서구,"8,512","2,314",0,"2,314",36.3224982,127.3602447,인문
흥국사(여수),역사관광지,사찰,전라남도 > 여수시,"1,453","2,268",44,"2,312",34.8211928,127.7003192,인문
영모정,역사관광지,유적지/사적지,전라북도 > 진안군,"2,226","2,310",0,"2,310",0,0,인문
무수천,자연관광지,계곡,제주특별자치도 > 제주시,"4,158","2,293",14,"2,307",0,0,자연
계족산 황톳길,자연관광지,자연휴양림,대전광역시 > 대덕구,770,"2,293",0,"2,293",36.4065221,127.4386981,자연
응석사(진주),역사관광지,사찰,경상남도 > 진주시,"4,113","2,286",0,"2,286",35.2964389,128.0582615,인문
남원 추어마을,체험관광지,농.산.어촌 체험,전라북도 > 남원시,"3,826","2,272",6,"2,278",35.5317052,127.4232597,인문
심연동계곡(성주계곡),자연관광지,계곡,충청남도 > 보령시,"4,410","2,275",2,"2,277",36.3545377,126.6610888,자연
보령 성주사지,역사관광지,종교성지,충청남도 > 보령시,"4,410","2,275",2,"2,277",36.3442333,126.6555896,인문
사구미해변,자연관광지,해수욕장,전라남도 > 해남군,"1,792","2,265",11,"2,275",34.3206125,126.5809249,자연
응봉산(강원),자연관광지,산,강원도 > 삼척시,564,"2,265",9,"2,274",37.0769976,129.2299332,자연
쾌연재도자미술관,문화시설,미술관/화랑,강원도 > 영월군,"1,505","2,230",32,"2,261",37.2178807,128.3688448,인문
팔공산(성적산),자연관광지,산,전라북도 > 장수군,"2,359","2,247",2,"2,249",36.016944,128.695,자연
청옥산(평창),자연관광지,산,강원도 > 평창군,"1,649","2,240",2,"2,242",37.4102778,128.5080556,자연
완주 두억마을 [농촌체험휴양마을],체험관광지,전통체험,전라북도 > 완주군,"1,897","2,233",6,"2,239",35.895877,127.191497,인문
춘천 강언덕마을 [농촌전통테마],체험관광지,농.산.어촌 체험,강원도 > 춘천시,858,"2,205",22,"2,227",37.697478,127.6213265,인문
풍류해수욕장,자연관광지,해수욕장,전라남도 > 고흥군,"1,995","2,226",0,"2,226",34.6640827,127.2294667,자연
동혈사,역사관광지,사찰,충청남도 > 공주시,"1,449","2,219",5,"2,224",36.5558831,127.1593133,인문
선달산(경북),자연관광지,산,경상북도 > 봉화군,"1,183","2,223",0,"2,223",37.0390199,128.7094563,자연
덕적군도,자연관광지,섬,인천광역시 > 옹진군,322,"2,058",147,"2,205",0,0,자연
괴산 고산정 및 제월대,역사관광지,유적지/사적지,충청북도 > 괴산군,"2,776","2,198",5,"2,203",36.8185579,127.8311025,인문
수도산자연휴양림,자연관광지,수목원,경상북도 > 김천시,"2,524","2,188",6,"2,194",35.8918016,127.9838224,자연
천관사(장흥),역사관광지,사찰,전라남도 > 장흥군,"5,866","2,188",3,"2,191",34.551535,126.90475,인문
불회사(나주),역사관광지,사찰,전라남도 > 나주시,760,"2,181",0,"2,181",34.9084081,126.8229434,인문
안동예절학교,체험관광지,전통체험,경상북도 > 안동시,"5,775","2,170",5,"2,175",36.6585669,128.7705172,인문
청양 다락골 줄무덤 성지,역사관광지,종교성지,충청남도 > 청양군,"1,082","2,174",0,"2,174",36.4433962,126.692486,인문
국립 검마산자연휴양림,자연관광지,자연휴양림,경상북도 > 영양군,"1,278","2,170",2,"2,172",36.7453431,129.233304,자연
산천단곰솔,역사관광지,유적지/사적지,제주특별자치도 > 제주시,"10,931","2,086",83,"2,169",33.4467372,126.5546663,인문
지림사(봉화),역사관광지,사찰,경상북도 > 봉화군,"4,284","2,163",6,"2,169",36.9316167,128.7371235,인문
횡성 밤두둑마을,체험관광지,농.산.어촌 체험,강원도 > 횡성군,"4,400","2,160",0,"2,160",37.4667039,127.961349,인문
진산리해수욕장,자연관광지,해수욕장,전라남도 > 완도군,"6,619","2,160",0,"2,160",0,0,자연
점봉산 곰배령,자연관광지,산,강원도 > 인제군,"1,278","2,149",10,"2,159",38.0492805,128.4252587,자연
용두산 산림욕장,자연관광지,자연휴양림,충청북도 > 제천시,"5,474","2,156",1,"2,157",37.1940387,128.1895618,자연
영월 동강애래프팅마을,체험관광지,농.산.어촌 체험,강원도 > 영월군,"1,572","2,156",0,"2,156",37.2709883,128.5263836,인문
운곡서원,역사관광지,유적지/사적지,충청북도 > 음성군,"1,330","2,146",10,"2,156",35.935238,129.3131322,인문
북촌 돌하르방공원,휴양관광지,테마공원,제주특별자치도 > 제주시,"1,726","1,978",172,"2,150",33.5390489,126.6893273,인문
박곡서당,역사관광지,유적지/사적지,대구광역시 > 달성군,"2,611","2,149",0,"2,149",35.778115,128.6651341,인문
완택산,자연관광지,산,강원도 > 영월군,956,"2,142",3,"2,145",37.2109405,128.5520218,자연
사천 바리안마을,체험관광지,농.산.어촌 체험,경상남도 > 사천시,"2,699","2,139",0,"2,139",35.0037788,128.064185,인문
정감이마을,체험관광지,전통체험,강원도 > 강릉시,"5,128","2,135",2,"2,137",37.7164425,128.9559953,인문
진도 용장성,역사관광지,성,전라남도 > 진도군,"1,411","2,125",0,"2,125",34.5141914,126.3374338,인문
용추사(함양),역사관광지,사찰,경상남도 > 함양군,525,"2,125",0,"2,125",35.6874148,127.7631679,인문
안덕계곡,자연관광지,계곡,제주특별자치도 > 서귀포시,"2,541","2,114",10,"2,124",33.2573447,126.3528872,자연
삼칭이길,체험관광지,이색거리,경상남도 > 통영시,"1,981","2,111",0,"2,111",0,0,인문
두남천,자연관광지,계곡,전라북도 > 진안군,"1,064","2,090",18,"2,108",35.8494928,127.4214727,자연
괴산 정인지 묘소,역사관광지,유적지/사적지,충청북도 > 괴산군,"1,596","2,104",0,"2,104",36.9262391,127.8213504,인문
월천서당,역사관광지,유적지/사적지,경상북도 > 안동시,"1,799","2,079",6,"2,085",36.6923195,128.8490655,인문
금사리성당,역사관광지,종교성지,충청남도 > 부여군,"4,456","2,083",0,"2,083",36.2496638,126.7982173,인문
첨도,자연관광지,섬,전라남도 > 고흥군,"1,502","2,058",8,"2,066",0,0,자연
원주 법천사지,역사관광지,유적지/사적지,강원도 > 원주시,"2,590","2,051",10,"2,061",37.2077039,127.7647089,인문
도동서원(김천),역사관광지,유적지/사적지,경상북도 > 김천시,"4,977","2,055",0,"2,055",36.0448368,128.0332245,인문
군위 장곡자연휴양림,자연관광지,자연휴양림,경상북도 > 군위군,438,"2,055",0,"2,055",36.1317426,128.8405258,자연
영월 섶다리 마을,역사관광지,민속마을,강원도 > 영월군,938,"2,016",33,"2,049",37.2672339,128.2705473,인문
반룡사(고령),역사관광지,사찰,경상북도 > 고령군,"1,918","2,044",0,"2,044",35.7319459,128.2167279,인문
영지사,역사관광지,사찰,경상북도 > 영천시,"1,572","2,037",4,"2,041",35.8443825,128.9510491,인문
호안다구박물관,문화시설,박물관,강원도 > 영월군,"1,064","2,030",0,"2,030",0,0,인문
정선 백두대간 약초마을,체험관광지,농.산.어촌 체험,강원도 > 정선군,"1,477","2,013",9,"2,022",37.5024398,128.9078955,인문
금봉자연휴양림,자연관광지,자연휴양림,경상북도 > 의성군,"1,050","2,013",0,"2,013",36.3340324,128.8784287,자연
홍천 삼생마을,체험관광지,농.산.어촌 체험,강원도 > 홍천군,"1,103","1,992",21,"2,013",37.7049019,128.2174838,인문
구성재,자연관광지,자연생태관광지,전라남도 > 곡성군,"2,016","2,009",0,"2,009",0,0,자연
보덕암(경주),역사관광지,사찰,경상북도 > 경주시,"2,559","1,999",8,"2,006",35.7179975,129.4338985,인문
정선백전리물레방아,역사관광지,유적지/사적지,강원도 > 정선군,"1,904","1,988",14,"2,002",37.2696063,128.8781554,인문
왕피천 관광농원,체험관광지,관광농원,경상북도 > 울진군,"3,402","1,992",10,"2,002",0,0,인문
합천자연학교,체험관광지,농.산.어촌 체험,경상남도 > 합천군,"4,211","1,999",0,"1,999",35.511052,128.0459792,인문
영월 삼굿마을 [농촌체험휴양마을],체험관광지,전통체험,강원도 > 영월군,697,"1,992",3,"1,995",37.1477006,128.6800948,인문
반룡사(경산),역사관광지,사찰,경상북도 > 경산시,"1,897","1,992",0,"1,992",35.7728704,128.9293609,인문
