TourAttraction,Big_col,Samll_col,Address,Local,Alien,Foreign,Total,Latitude,Longitude,category
자라섬,자연관광지,섬,경기도 > 가평군,"143,161","392,312","61,851","454,162",37.8164865,127.5286308,자연
김순자명인 김치테마파크,체험관광지,전통체험,경기도 > 부천시,"606,134","450,387","2,925","453,312",37.5093411,126.7459118,인문
노작홍사용문학관,문화시설,전시관,경기도 > 화성시,"830,491","445,680","7,115","452,794",37.2057056,127.0756592,인문
서귀본향당,역사관광지,유적지/사적지,제주특별자치도 > 서귀포시,"362,117","428,495","23,203","451,697",33.2463338,126.5647908,인문
겸재정선미술관,문화시설,미술관/화랑,서울특별시 > 강서구,"469,963","439,600","10,143","449,743",37.5722129,126.8384499,인문
덕천동 젊음의거리(거리문화공연 활용 등),공연/행사,공연/행사,부산광역시 > 북구,"826,042","447,661",720,"448,380",35.2121935,129.0140087,인문
행주산성먹거리촌,체험관광지,이색거리,경기도 > 고양시 덕양구,"87,997","436,650","10,640","447,290",37.5998788,126.8247753,인문
삼성산산림욕장,자연관광지,자연휴양림,경기도 > 안양시 만안구,"377,458","438,529","8,213","446,742",37.4198017,126.920757,자연
설봉서원,역사관광지,유적지/사적지,경기도 > 이천시,"458,899","443,013","1,277","444,290",37.2818638,127.4205864,인문
행주산성,역사관광지,성,경기도 > 고양시 덕양구,"97,108","433,762","10,255","444,017",37.5998788,126.8247753,인문
서울 선릉과 정릉 [유네스코 세계문화유산],역사관광지,유적지/사적지,서울특별시 > 강남구,"402,738","434,186","9,285","443,471",37.5073294,127.0471528,인문
"양수장 / 양수리전통시장 (1, 6 일)",쇼핑,상설시장,경기도 > 양평군,"133,221","439,635","2,645","442,280",37.5445701,127.3199518,쇼핑
청담패션거리,체험관광지,이색거리,서울특별시 > 강남구,"272,706","421,586","20,615","442,201",37.523013,127.037506,인문
성산포유람선,휴양관광지,유람선/잠수함관광,제주특별자치도 > 서귀포시,"72,412","390,863","48,364","439,226",33.4729122,126.934245,인문
국립현대미술관(과천관),문화시설,미술관/화랑,경기도 > 과천시,"76,111","433,759","3,795","437,554",37.4310373,127.019961,인문
천안삼거리공원,휴양관광지,공원,충청남도 > 천안시 동남구,"33,320","435,078","2,056","437,134",36.7834391,127.1689173,인문
수원사(수원),역사관광지,사찰,경기도 > 수원시 팔달구,"202,353","432,317","4,360","436,676",37.2805481,127.019101,인문
경주 동궁과 월지,역사관광지,유적지/사적지,경상북도 > 경주시,"100,058","426,594","10,050","436,644",35.834761,129.2265602,인문
오대산국립공원,자연관광지,국립공원,강원도 > 평창군,"83,633","434,053","2,505","436,557",37.7027706,128.6021133,자연
노량진수산물도매시장,쇼핑,상설시장,서울특별시 > 동작구,"275,153","425,450","6,268","431,718",37.5152131,126.9408624,쇼핑
아주대학교박물관,문화시설,박물관,경기도 > 수원시 영통구,"419,514","430,122","1,496","431,618",37.28282,127.046692,인문
구산성지,역사관광지,종교성지,경기도 > 하남시,"807,842","429,272",967,"430,238",37.5723434,127.188921,인문
독립문,역사관광지,문,서울특별시 > 서대문구,"191,027","426,507","3,328","429,835",37.572395,126.959527,인문
김포향교,역사관광지,유적지/사적지,경기도 > 김포시,"929,425","426,769","2,092","428,861",37.624626,126.7098799,인문
월미 관광특구,휴양관광지,관광단지,인천광역시 > 중구,"125,041","403,897","24,327","428,224",37.4754003,126.5978148,인문
스파플러스,휴양관광지,온천/욕장/스파,경기도 > 이천시,"1,035,108","425,604","2,339","427,942",37.2760978,127.4509931,인문
양평곤충박물관,문화시설,박물관,경기도 > 양평군,"135,394","425,376","2,542","427,918",37.5094444,127.4491667,인문
금강정사,역사관광지,사찰,경기도 > 광명시,"532,956","426,143","1,362","427,504",37.4417982,126.8728166,인문
엑스코(EXCO),문화시설,컨벤션센터,대구광역시 > 북구,"304,987","421,908","4,899","426,807",35.9068477,128.613313,인문
안양사,역사관광지,사찰,경기도 > 안양시 만안구,"357,851","418,628","8,050","426,678",37.4218015,126.92384,인문
천마산군립공원,자연관광지,군립공원,경기도 > 남양주시,"1,254,295","425,079","1,041","426,120",37.6767211,127.2731598,자연
포항 죽도시장,쇼핑,상설시장,경상북도 > 포항시 북구,"450,027","424,697",551,"425,248",36.0361021,129.3684487,쇼핑
서울 트릭아이미술관,체험관광지,이색체험,서울특별시 > 마포구,"53,043","321,626","102,371","423,996",37.5535655,126.9217263,인문
율동공원,휴양관광지,공원,경기도 > 성남시 분당구,"501,582","420,294","1,486","421,780",37.3799429,127.1483129,인문
음식문화특화거리(깔깔거리),체험관광지,이색거리,서울특별시 > 구로구,"137,466","417,333","4,172","421,505",37.483098,126.9004346,인문
황학정,역사관광지,고궁,서울특별시 > 종로구,"237,570","388,364","32,758","421,122",37.577811,126.964221,인문
동명동 카페거리,체험관광지,이색거리,광주광역시 > 동구,"458,297","419,188","1,764","420,952",35.149958,126.924395,인문
전쟁기념관,문화시설,기념관,서울특별시 > 용산구,"261,972","407,782","13,087","420,869",37.5366059,126.9771397,인문
분당 정자동 카페거리,체험관광지,이색거리,경기도 > 성남시 분당구,"654,007","417,106","2,057","419,163",37.36806,127.105906,인문
하늘공원,휴양관광지,공원,서울특별시 > 마포구,"50,960","401,142","16,987","418,129",37.5674467,126.885455,인문
여주도예단지,역사관광지,민속마을,경기도 > 여주시,"885,262","416,031","1,736","417,767",37.2980237,127.6371628,인문
경희궁,역사관광지,고궁,서울특별시 > 종로구,"124,303","411,971","5,262","417,233",37.5712378,126.9681688,인문
서울시립미술관(서소문본관),문화시설,미술관/화랑,서울특별시 > 중구,"223,573","395,049","20,677","415,726",37.5640253,126.9737793,인문
용인시여성회관,문화시설,공연장,경기도 > 용인시 수지구,"753,837","414,687","1,030","415,717",37.3202968,127.0954979,인문
삼성미술관 리움,문화시설,미술관/화랑,서울특별시 > 용산구,"197,327","383,723","31,515","415,237",37.538122,126.998579,인문
대구 칠성시장,쇼핑,상설시장,대구광역시 > 북구,"266,704","413,186","1,326","414,512",35.8766631,128.6046106,쇼핑
경희궁 숭정전,역사관광지,고궁,서울특별시 > 중구,"181,766","373,513","39,868","413,381",37.5578419,127.003134,인문
내원정사(부산),역사관광지,사찰,부산광역시 > 서구,"264,373","408,359","4,578","412,937",35.1265041,129.0119823,인문
산지천,자연관광지,계곡,제주특별자치도 > 제주시,"523,366","377,794","34,590","412,384",33.513965,126.528159,자연
보신각 터,역사관광지,유적지/사적지,서울특별시 > 종로구,"82,373","398,475","12,493","410,968",37.5697987,126.9837167,인문
부천 역곡상상시장,쇼핑,상설시장,경기도 > 부천시,"964,793","409,231","1,642","410,873",37.4871527,126.8124324,쇼핑
부천 중앙공원,휴양관광지,공원,경기도 > 부천시,"993,451","406,210","4,359","410,569",37.5001419,126.7653702,인문
아바이마을,자연관광지,어촌,강원도 > 속초시,"238,511","405,941","3,278","409,219",38.2006819,128.5947375,자연
반딧불이화장실,건축/조형물,유명건물,경기도 > 수원시 장안구,"174,066","407,953","1,211","409,164",37.3024291,127.0321939,인문
평촌 먹거리촌,체험관광지,이색거리,경기도 > 안양시 동안구,"667,006","407,764",704,"408,468",37.3824441,126.9635544,인문
한향림옹기박물관,문화시설,박물관,경기도 > 파주시,"195,300","403,162","4,942","408,103",37.7899283,126.7009166,인문
헤이리 예술마을,체험관광지,이색체험,경기도 > 파주시,"195,300","403,162","4,942","408,103",37.7888414,126.698722,인문
양수리환경생태공원,자연관광지,자연생태관광지,경기도 > 양평군,"116,547","405,542","2,506","408,047",37.5478119,127.3186228,자연
풍동 애니골,체험관광지,이색거리,경기도 > 고양시 일산동구,"505,173","405,636","1,528","407,164",37.6717636,126.7901852,인문
도산공원,휴양관광지,공원,서울특별시 > 강남구,"276,983","397,075","9,489","406,564",37.5244813,127.0353667,인문
경의선 숲길,휴양관광지,공원,서울특별시 > 마포구,"195,094","371,938","34,273","406,211",37.5588868,126.9254274,인문
연무대(동장대),역사관광지,유적지/사적지,경기도 > 수원시 팔달구,"284,169","398,507","6,063","404,569",37.2883361,127.0229724,인문
한국잡지정보관,문화시설,전시관,서울특별시 > 영등포구,"446,950","400,376","3,963","404,338",37.5197341,126.9302255,인문
분황사,역사관광지,사찰,경상북도 > 경주시,"144,477","393,561","9,822","403,383",35.8405516,129.2336481,인문
영보사,역사관광지,사찰,경기도 > 이천시,"96,170","401,587","1,140","402,727",37.266399,127.397029,인문
단양 도담삼봉 및 패러글라이딩,,,충청북도 > 단양군,"306,768","399,865","2,504","402,369",36.9999621,128.3439369,기타
고양 아람누리,문화시설,공연장,경기도 > 고양시 일산동구,"297,784","400,754","1,467","402,221",37.6614074,126.7743379,인문
남이섬,휴양관광지,관광단지,강원도 > 춘천시,"51,496","326,302","75,503","401,805",37.7913541,127.5255418,인문
서울액션스쿨 (마샬아트센터),문화시설,전시관,경기도 > 파주시,"188,615","396,704","4,922","401,626",37.7874749,126.6945744,인문
창원시 늘푸른전당,문화시설,공연장,경상남도 > 창원시 의창구,"461,244","398,913","1,152","400,064",35.22993,128.654513,인문
푸드뱅크마켓 신월점&50스타트센터,체험관광지,이색체험,서울특별시 > 양천구,"445,921","398,160","1,436","399,596",37.519981,126.8365553,인문
양재 시민의숲,휴양관광지,공원,서울특별시 > 서초구,"248,808","395,661","2,911","398,572",37.4706864,127.0355777,인문
국제성서박물관,문화시설,박물관,인천광역시 > 미추홀구,"450,233","394,632","3,774","398,406",37.4593746,126.679035,인문
구리 동구릉 [유네스코 세계문화유산],역사관광지,유적지/사적지,경기도 > 구리시,"420,903","397,331",599,"397,929",37.6201143,127.1279811,인문
심온선생묘,역사관광지,유적지/사적지,경기도 > 수원시 영통구,"334,793","396,239","1,134","397,372",37.2963168,127.0530405,인문
원균장군묘,역사관광지,유적지/사적지,경기도 > 평택시,"52,511","395,098","1,844","396,942",37.0550717,127.1075546,인문
천성산,자연관광지,산,경상남도 > 양산시,"778,449","395,070","1,854","396,924",35.420249,129.1121592,자연
화성 공룡알 화석지,자연관광지,자연생태관광지,경기도 > 화성시,"51,947","394,706","1,652","396,358",37.2625,126.7469444,자연
동진시장,쇼핑,상설시장,서울특별시 > 마포구,"168,347","363,101","33,254","396,355",37.5622222,126.9266667,쇼핑
서울 풍납동 토성,역사관광지,성,서울특별시 > 송파구,"500,938","391,895","1,131","393,026",37.5377852,127.1217341,인문
묘수사(수원),역사관광지,사찰,경기도 > 수원시 팔달구,"161,032","389,620","3,394","393,014",37.2862086,127.0160848,인문
계룡산국립공원,자연관광지,국립공원,충청남도 > 공주시,"54,432","391,692","1,292","392,984",36.3425,127.2058333,자연
유성 관광특구,휴양관광지,관광단지,대전광역시 > 유성구,"464,657","388,850","2,185","391,035",36.355734,127.344513,인문
김포 장릉(인헌왕후) [유네스코 세계문화유산],역사관광지,유적지/사적지,경기도 > 김포시,"954,926","389,340","1,307","390,647",37.6128776,126.7111674,인문
안중근의사기념관,문화시설,기념관,서울특별시 > 용산구,"136,763","337,082","52,062","389,143",37.5533252,126.9804968,인문
웅천안골왜성,역사관광지,성,경상남도 > 창원시 진해구,"428,610","384,738","3,557","388,294",35.091421,128.8021417,인문
이중섭 거주지,역사관광지,고택,제주특별자치도 > 서귀포시,"275,443","366,531","21,696","388,227",33.2455433,126.5644134,인문
가평 현충탑,건축/조형물,기념탑/기념비/전망대,경기도 > 가평군,"144,239","340,382","47,586","387,968",37.8125145,127.5159099,인문
남양주시립박물관,문화시설,박물관,경기도 > 남양주시,"105,900","386,708",614,"387,322",37.5463678,127.244399,인문
역전시장,쇼핑,상설시장,대전광역시 > 동구,"105,182","385,823","1,253","387,076",37.266183,127.00242,쇼핑
검단산,자연관광지,산,경기도 > 하남시,"215,859","383,943",561,"384,504",37.5214618,127.2472779,자연
킨더랜드,휴양관광지,테마공원,경기도 > 고양시 덕양구,"792,701","382,092","1,158","383,250",37.6334962,126.8328152,인문
마산어시장,쇼핑,상설시장,경상남도 > 창원시 의창구,"406,231","380,744","1,084","381,828",35.2041814,128.5787706,쇼핑
엑스포해양공원,휴양관광지,테마공원,전라남도 > 여수시,"158,729","374,476","4,173","378,649",34.749827,127.74869,인문
산호공원,휴양관광지,공원,경상남도 > 창원시 의창구,"448,060","377,825",716,"378,541",35.2128157,128.5811872,인문
